--md5:b121aed5573296d2245fd9da6bb6b595
Table_Collection = { 
	[1] = {id = 1, ItemId = {53500,53501,53502,53503,53504,53505,53506,53507,53508,53509,53510,53511,53512,53513,53514,53515}, mapID = 27, Icon = 'item_task_61', Desc = 'In A.W 800, Himmelmez led the Undead Army and entered Glast Heim. The Royal Legion was unable to match them. The capital became a dead city overnight. Some people thought that there were \"traitors\" in the royal family who had leaked military intelligence to Himmelmez. A secret investigator locked fifteen suspects according to the remained royal documents, and compiled the fifteen suspects’ information into the [End of Glast Heim - Rebels File]. The true identities of the traitors in the file are not explicitly mentioned, but traces can be found from the information on those related items. Details of the file can be checked at Springnam.', RewardStr = 'Finish collecting GLC.A031 File %s', Quality = 4, AdventureReward = _EmptyTable, RewardProperty = {MaxHp=15}, Name = 'GLC.A031 File', RedTip = 10001},
	[12] = {id = 12, ItemId = {53579,53580,53581,53582,53583}, mapID = 30, Icon = '19', Desc = 'In the past, There was a Mage who knew the past and the future, but he did not get the king’s high regard. He predicted the destruction of Glast Heim and was still chased by the kingdom. He left behind a sorrowful card of destiny and disappeared. People have never seen him after then.', RewardStr = 'Finish collecting Fate Card %s', Quality = 3, AdventureReward = _EmptyTable, RewardProperty = {MaxHp=15}, Name = 'Fate Card', RedTip = 10013},
	[13] = {id = 13, ItemId = {53595,53596,53597,53598,53599,53600,53601}, mapID = 44, Icon = 'task_certificate', Desc = 'Arlen was undoubtedly a tragic little man. The ruthless ridicule and endless humiliation had made him silent and vicious. He was eager to gain a powerful power to change the status. This eager desire had driven him to do some incredible things. When the workers dug out an Yimir Heart Shard under the Clock Tower, the weird Shard drew some powerful mutated monsters, and brought an endless hope to Arlen. Arlen designed a scam. When the workers thought he was a tragic guy killed by monsters, He wore a Concealed Mask and walked in the dark abyss. The demons in the abyss snarled at him, and the souls of the dead regarded him as a delicious meal. But he walked with no fear, Saying, \"the dead Valkyries, I am willing to be your most loyal servant. If you are hesitating, Then I can indicate the direction for you.\" He used Himmelmez who was shrewd, when the army of the dead went out in the dark, Arlen took off the Concealed Mask and was quietly waiting for the fruit to be harvested. Aldrich, who was selfish, and Himmelmez, who was greedy, were blinded by their desire. They only saw the opponents in front of them, but they ignored the hidden enemy. Alrin lurked and easily sneaked into the crowd, and in the chaos, Took the Yimir Heart Shard away somehow, which not only made the angry Himmelmez has no gain, but also caused Aldrich to fall into endless self-accusation. This was a perfect plan, and Arlen’s forbearance and malevolence finally realized him wish. But it was a pity that Arlen did not become the final winner. When he faced the magical Shards he had dreamed of, his heart did not feel calm, Instead the powerful power of the giant made him slowly mutate, which made him suffer. He asked himself that if he became a monster that everyone would hate, What was the significance of all these efforts? The heavy pressure and psychological gap made him overwhelmed. He could become indifferent and vicious for a great power, and could destroy everything for it. When the great power passed the fingertips, He completely released the depression in his heart. The fierce power of the giant swept through every corner of the Clock Tower, and ended the life of everyone. This was a tragic story. When the weird Shard was discovered by the workers, Their fate couldn’t be changed.', RewardStr = 'Finish collecting Clock Tower Story·Destruction %s', Quality = 3, AdventureReward = _EmptyTable, RewardProperty = {MaxHp=15}, Name = 'Clock Tower Story·Destruction', RedTip = 10014},
	[14] = {id = 14, ItemId = {53605,53604,53603,53602,53606}, mapID = 45, Icon = 'task_certificate', Desc = 'In the long time, Due to the strange phenomenon of the Clock Tower, there had been countless brave explorers who had entered the Clock Tower, but all the explorations are fruitless, because no one could get out of it after entering. Gipetto and his companions, Like other explorers, Embarked on a journey of discovery that was unknown with their love to Al De Baran and courage. They didn’t know how severe the test would be in front of them. They didn’t know what challenges would be waiting for them. And the Clock Tower at the moment had already become cold and bloody under the control of the demon Jormungandr. There was no mercy in the eyes of the demon. He took advantage of the power of the YImir Heart. Even the Gold Clock left by the great sage had become a tool for his acceleration of time and space. And Gipetto and his companions knew nothing about it. Suddenly, there were countless terrible vortex of time in the chaotic time and space inside the Clock Tower. And anyone who stepped into the vortex of time would disappear from the world forever. Like all other explorers, Gipetto was devoured by the twisted time and space. But he was fortunate, his wit and quick response made him survive, but his companions left him forever. He always remembered that the familiar figures disappeared through the passage of time and space in the end of countless parallel worlds. Gipetto, who understood everything, Didn’t Flee, and he continued the exploration task until the end. When he looked at the amazed demons in front of him, This cold-blooded killer sent his last blow to the demons with his most fearless soul...', RewardStr = 'Finish collecting Clock Tower Story·Nightmare %s', Quality = 3, AdventureReward = _EmptyTable, RewardProperty = {MaxHp=15}, Name = 'Clock Tower Story·Nightmare', RedTip = 10015},
	[15] = {id = 15, ItemId = {53607,53608,53609,53610}, mapID = 45, Icon = 'item_task_48', Desc = 'A hundred years ago, there was a stone outside the city of Al De Baran that could make people forget the time. The passers-by would forget all the time and troubles and wouldn’t leave when they were sitting on this stone. A young thief in the city asked a craftsman to make the stone into a dagger for assassination. It is said that if you get close to the enemy with this dagger, the enemy won’t even want to resist, and they will only surrender.', RewardStr = 'Finish collecting Time Dagger %s', Quality = 3, AdventureReward = _EmptyTable, RewardProperty = {MaxHp=15}, Name = 'Time Dagger', RedTip = 10016},
	[16] = {id = 16, ItemId = {53611,53612,53613,53614,53615,53616,53617}, mapID = 44, Icon = 'item_task_31', Desc = 'According to Nordwin’s description, He had seen a corner of the future in a cave where the magnetic field was active. It was a landsliding and shattered doomsday scene. He saw the statue of the swordsman which fell in Izlude, and the damaged Geffen Tower. When the illusion of future disappeared, He got this shining wheel. He still has no idea about how to open the wheel now.', RewardStr = 'Finish collecting Time Roulette %s', Quality = 3, AdventureReward = _EmptyTable, RewardProperty = {MaxHp=15}, Name = 'Time Roulette', RedTip = 10017},
	[17] = {id = 17, ItemId = {53618,53619,53620,53621,53622,53623}, mapID = 45, Icon = 'item_52821', Desc = 'A special crystal from the mysterious space and time turbulence. It’s purple and sheen, Surrounded by a faint lavender mist. Naru thinks that it is from the mysterious starry sky, and it’s a gift from the starry sky. It contains an unknown power, Seems to be the same with the power of those from the alien world...', RewardStr = 'Finish collecting Star Crystal %s', Quality = 3, AdventureReward = _EmptyTable, RewardProperty = {MaxHp=15}, Name = 'Star Crystal', RedTip = 10018},
	[18] = {id = 18, ItemId = {53624,53625,53626,53627,53628,53629,53630}, mapID = 44, Icon = 'task_certificate', Desc = 'Nixie was greedy, so he was bribed by Bernard. Rasag was arrogant and conceited, so he was used by Bernard. Haitings was violent and advocated violence, so he was eventually dragged to death by the endless monsters. Bernard was treacherous and cunning, Leaving no room, so he was abandoned after the incident. As for Hayler, He has changed, Was weak and dependent on others, so his soul was eventually swallowed by the Deviruchi. Hayler died, and the Death Toll left a warning to people. Arrogance, Greed, Violence, Fraudulence and cowardice, These human weaknesses will gradually be exposed when time passes. And by that time, the Death Toll will ring again.', RewardStr = 'Finish collecting Clock Tower Story·Knell %s', Quality = 3, AdventureReward = _EmptyTable, RewardProperty = {MaxHp=15}, Name = 'Clock Tower Story·Knell', RedTip = 10019},
	[19] = {id = 19, ItemId = {53631,53632,53633,53634,53635}, mapID = 45, Icon = 'task_certificate', Desc = 'Time is the soil for all achievements in the world. Time gives pain to the dreamers and happiness to the creators. Desley is a creator, He was creating a signpost to safety. He decided to act as a ghost and expel those who stumbled into it. He was also brave. In order to save Archie Soren, He was stuck in the darkness forever. Even at this time, He did not forget to let Monica take over his work. There is no shortage of creators in this world, but the difference is that one creates true happiness and the other just creates fantasy.', RewardStr = 'Finish collecting Clock Tower Story·Phantom %s', Quality = 3, AdventureReward = _EmptyTable, RewardProperty = {MaxHp=15}, Name = 'Clock Tower Story·Phantom', RedTip = 10020},
	[20] = {id = 20, ItemId = {53636,53637,53638,53639}, mapID = 42, Icon = 'item_60003', Desc = 'The treasure of Wormtails, the Wood, Water and Earth Stones were polluted by the power of Yimir Heart. When the Heart of Wormtail which had been nourished by the three stones was about to be polluted, the Wormtail King decisively cut off the connection between the Heart of Wormtail and the divine stones. Although the Heart of Wormtail had not been polluted, because of losing support from the three stones, the Heart of Wormtail gradually lost its power. Now the Wormtail King is looking for ways to rejuvenate the Heart of Wormtail.', RewardStr = 'Finish collecting Heart of Wormtail %s', Quality = 3, AdventureReward = _EmptyTable, RewardProperty = {MaxHp=15}, Name = 'Heart of Wormtail', RedTip = 10021},
	[21] = {id = 21, ItemId = {53644,53645,53646}, mapID = 43, Icon = 'item_5261', Desc = 'A medal granted by the Clock Guard’s head, Mosman Time, To award the adventurer for his contribution to Al De Baran in the serpent incident. There was a grand wedding in Al De Baran. The groom Norman was the right-hand man of the Clock Guard’s head, Mosman Time. Adventurers were invited to this romantic wedding. The groom was poisoned at the wedding ceremony. The sorrowful wedding revealed the conspiracy of the serpent Jormungandr, Implicating the past of the gods thousands of years ago. The giant wolf Fenrisulfr was locked on the moon by the trick of Freya. After the Ragnarok, the power of gods was greatly weakened, and the seal of Fenrisulfr on the Moon was weakened as well. Fenrisulfr’s younger brother Jormungandr hoped to build a bridge to the moon to save his brother. However, Jormungandr was severely injured in the Ragnarok. His divine power was weakened to only one ten-thousandth of his heyday. By chance, He discovered that Al De Baran’s gold Clock Tower contained a huge power, which seemed to be similar to the giant Yimir’s. He hid in the gold clock and waited for an opportunity. Until one day, a young businessman named Norman appeared in the Clock Tower, Saying about solving problems for Mosman. This voice disturbed his sleep and made him realize that the time had come. He created a false memory for Norman, Making Norman think he had a younger brother named Reed. And he also turned himself into a human, Acting as Norman’s brother, and successfully entered the Clock Guard. He used the trust that Norman had in him, Constantly collecting information related to the gold clock, and finally succeeded in instigating the internal betrayal of the Clock Guard, Summoning the ancient Baphomet and intending to kill Mosman Time. He didn’t expect that the monster - the ancient Baphomet was not under his control, Instead the monster wanted to devour him. In the crisis, Norman saved his life in desperation, and therefore was seriously injured. Jormungandr was moved by Norman’s actions. He was being excluded by the gods since he was young and his most important brother was also locked up on the moon, No one really treated him well. For Norman, Jormungandr had defeated the ancient Baphomet in cooperation with humans and sent it back to the past. Unfortunately, Norman’s injuries were too heavy. He died soon. Jormungandr was very remorseful, He began to think about his own use of the gold clock to build a bridge. The development of things did not give him much time to think. What he did in the Clock Tower created a black hole of time in the already precarious space. Jormungandr from another space came through the black hole. In that world, Jormungandr didn’t choose to build a bridge to save his brother, Instead he selfishly devoured the power of the gold clock. Jormungandr from the other space lost his senses and became a monster who was only seeking for power. He named himself Recurrent Nightmare, and walked around in different spaces, Constantly swallowing all the powerful things. Recurrent Nightmare used the black hole caused by the Jormungandr to come to this space. He mocked the adventurers of the space and Jormungandr, who still had the feelings. Jormungandr looked at another him in a complex mood. He realized that if Norman weren’t there, Maybe he would become such a monster. He decided to help humans defeat another him from another space. The adventurer who had received help from Jormungandr defeated Recurrent Nightmare, Drove it back into the black hole of time, and sealed the black hole. When all the things had been settled, Jormungandr obeyed his promise with Norman, Gave up using the gold clock to save the demon wolf and left Al De Baran, Embarking on a new journey to seek for other ways to save his brother. All the adventurers who were brave in this battle have been awarded with the Clock Guard medals to commemorate this crisis in Al De Baran and this serpent.', RewardStr = 'After collecting the Clock Guard Medal %s', Quality = 4, AdventureReward = _EmptyTable, RewardProperty = {MaxHp=15}, Name = 'Clock Guard Medal', RedTip = 10022},
	[23] = {id = 23, ItemId = {53648,53649}, mapID = 48, Icon = 'item_52312', Desc = 'Bells on the Christmas tree of Gingerbread City, with a crisp sound, the favorite souvenir of tourists to Gingerbread City. Children are missing in the city, adventurers accepted Santa Claus’ request to find out the truth, the suspect is the circus clown, Gal. Adventurers followed little girl Jenny to watch Gale’s show. Jenny was impressed by the clown’s performance. She treated Gale with a candy made by her parents. Unexpectedly, Gale ate candy and shed tears of excitement. It turned out that Gal knew Jenny’s grandmother Betty. Decades ago, when they were young, Betty and Gal agreed to meet in Gingerbread City every year. Betty would give Gal her favorite candy, and Gale would bring Betty a well-prepared show. Then, because of the plot of the puppet wizard Biyu, Betty’s family bankrupted, Her parents died in an accident, she had no energy to to meet Gale again. So Gale, Deceived by Bijou , Lost his soul in the long waiting time. A few decades later, Betty’ s daughter, Jenny, Gave his a candy that brushed his mind, and he recalled the appointment with Betty. But Gale mistook Jenny for Betty. He thought that his beloved girl finally found him, and happily invited Jenny to watch his best performance. Wonderful show kept going on on the Gingerbread City, Watching Jenny’s smile, Gale found peace in heart. But this was part of Bijou’s scheme, she plots to kidnap Jenny, Threatening Santa Claus to hand over Yimir Heart Shards. Through investigation and analysis, adventurers learned about Betty and Gale’s story. With Betty’s help, They found Jenny and other children, and crushed Bijou ’s plan. And Gale, Seeing Betty, Recalled their agreement, Broke free from the control of Bijou and found his humanity back. In an auspicious light, Gale’s soul was released, and Bijou was driven out of Gingerbread City. Whenever bells on the Christmas tree ring, adventurers always think of Betty and Gale, Thinking of the snow in Gingerbread City and the story about candy.', RewardStr = 'After collecting the Christmas Tree Bell %s', Quality = 4, AdventureReward = _EmptyTable, RewardProperty = {MaxHp=15}, Name = 'Christmas Tree Bell', RedTip = 10024},
	[24] = {id = 24, ItemId = {53651,53652,53653,53654,53655,53656}, mapID = 49, Icon = 'item_3605', Desc = 'Alchemist Acme’s diary in which the story of Acme adopting two kids is recored. The health of Acme’s teacher was compromised for helping two kids. He asked Acme to raise the two kids in his stead after he died, but this request was answered with reluctance at first. Acme accepted this request out of his respect for his teacher. As time passed by, Acme became a mature father. He came to understand how his teacher felt and devoted himself to adopted children, Giving them all the fatherly love he had. ', RewardStr = 'After collecting the Alchemist Diary %s', Quality = 3, AdventureReward = _EmptyTable, RewardProperty = {MaxHp=15}, Name = 'Alchemist Diary', RedTip = 10025},
	[25] = {id = 25, ItemId = {53662,53663,53664,53665,53666,53667,53668,53669,53670}, mapID = 49, Icon = 'item_59', Desc = 'Krampus is a monster that looks half goat half demon. It usually appears on Christmas Eve to test every child in Christmas Village. That night, children will hold their breath as they examine if shoes and boots placed out door are filled with gifts from Santa Claus, or punishment to the mischievous kids from Krampus. ', RewardStr = 'After collecting Krampus’ gifts %s', Quality = 3, AdventureReward = _EmptyTable, RewardProperty = {MaxHp=15}, Name = 'Gift of Krampus', RedTip = 10026},
	[26] = {id = 26, ItemId = {53671,53672,53673,53674,53675,53676,53677}, mapID = 50, Icon = '14', Desc = 'What’s truth lies in this old case? Please find the history lost in time through Sack Teddy’s clues. ', RewardStr = 'After collecting the Death of Ventriloquist %s', Quality = 3, AdventureReward = _EmptyTable, RewardProperty = {MaxHp=15}, Name = 'Death of the Ventriloquist', RedTip = 10027},
	[27] = {id = 27, ItemId = {53658,53659,53660,53661}, mapID = 50, Icon = 'item_550000', Desc = 'It’s said that there are three cursed dolls. If the young girls with sadness in heart hold them and sleep, their souls will be imprisoned in the body of the doll and they will fall into a state of refusal to reality and memory loss. Thare are three such dolls attacking adventurers in the Toy Factory! They have containers that lock the hearts of the girls. Finding those containers may save the three girls who have lost their hearts! ', RewardStr = 'After collecting Chepet’s curse %s', Quality = 3, AdventureReward = _EmptyTable, RewardProperty = {MaxHp=15}, Name = 'The Curse of Chepet', RedTip = 10028},
	[28] = {id = 28, ItemId = {53683,53684,53685,53686,53687}, mapID = 50, Icon = 'item_52029', Desc = 'This story tells of the love between Goddeess Gilda the Sun God Freyr 1000 years ago. The Sun God chanced upon the Aurora Goddness Gilda and later they became a storybook couple. But they didn’t live happily ever after. The war of Ragnarok broke out, and Freyr died protecting Gilda. Gilda has been protecting their home. ', RewardStr = 'After collecting the Eternal Summer Palace %s', Quality = 3, AdventureReward = _EmptyTable, RewardProperty = {MaxHp=15}, Name = 'Eternal Summer Palace', RedTip = 10029},
	[29] = {id = 29, ItemId = {53678,53679,53680,53681}, mapID = 48, Icon = 'item_3708', Desc = 'A souvenir made by dancers from Black Swan Troupe for visitors. It is made of many precious spices and has an enchanting smell. Cosllien, a dancer, Gave the ardent adventurer a Christmas Sachet made by herself as a reward for his help.', RewardStr = 'After collecting the Christmas Sachet %s', Quality = 3, AdventureReward = _EmptyTable, RewardProperty = {MaxHp=15}, Name = 'Christmas Sachet', RedTip = 10030},
	[30] = {id = 30, ItemId = {53690,53691}, mapID = 62, Icon = 'item_task_55', Desc = 'The Kingdom of Heavenly Water is a place full of aura in the land, where there is a flower that never wither all the year round - sakura. The people here enjoy the food and wine made from sakura, and wear skirts and clothes printed with sakura, and spend their entire life under the sakura trees. The sakura trees growing here, slowly, also has aura, becoming spirits that can think. She looked at the sakura in the town and named herself Sakura. However, as a spirit, she could not be perceived by human beings, and she could only live alone in the Kingdom of Heavenly Water. Until one day, she met a boy who could see her. The boy was a descendant of the witchcraft house of the Kingdom of Heavenly Water, named Ida Hideaki. Hideaki, who was rejected by his peers, and Sakura, who did not exist, became companions and accompanied each other. The good times didn’t last long, as Hideaki was sick. Watching his gaunt figure, Sakura made a decision in her heart. She used her own spiritual power to supplement the body of Hideaki and treat his disease, which made her weak soul become weaker. Hideaki found Sakura’s change, but he did not know the facts. He tried his best to restore the power of Sakura. In the end, he had to use the house’s banned spell to gather the spiritual power of the underground spirits of the Kingdom of Heavenly Water into Sakura to maintain her life. And the tremendous power made the Sakura lose herself and become an unconscious monster, knowing how to destroy and kill only. With the help of the adventurer, Hideaki lifted the entire banned spell, and made Sakura return to the original gentle and kind look. At this time, Hideaki knew the reason why Sakura became weakened. For her, he asked the adventurer to return the power of Sakura in his body to her and restore her vitality. While Sakura also asked the adventurer to give all her spiritual power to Hideaki to make him regain a healthy body...', RewardStr = 'After collecting Story in Sakura City %s', Quality = 4, AdventureReward = _EmptyTable, RewardProperty = {MaxHp=15}, Name = 'Story in Sakura City', RedTip = 10031},
	[31] = {id = 31, ItemId = {53693,53694,53695,53697,53696}, mapID = 62, Icon = 'item_48539', Desc = 'Two hundred years ago, the little fox who left the celestial mountain was travelling in the land. It associated with Ida Chin, the witch of the Kingdom of Heavenly Water, because of a piece of sakura cake. The aura of the little fox attracted the curiosity of the Ida house. After their exploration, they discovered that the little fox was a celestial fox. The Ida house hoped to bind the soul of the little fox to the Ida house and make it the shikigami of the Ida house. While as a friend of the little fox, Ida Chin didn’t allow the house to do so. For the freedom of the little fox, Ida Chin sacrificed her life. However, the little fox who lost its body could not return to the celestial mountain. In order to find his own little fox, the god of the celestial mountain came to the Kingdom of Heavenly Water from a distant place, and finally found the fox with the help of adventurers. The god used the magic to resurrect the little fox, but this action violated the rules of the celestial mountain. He lost his qualification and could not return to the celestial mountain. He chose to accompany his fox and travel around the land.', RewardStr = 'After collecting Old Fox Tale %s', Quality = 3, AdventureReward = _EmptyTable, RewardProperty = {MaxHp=15}, Name = 'Old Fox Tale', RedTip = 10032},
	[32] = {id = 32, ItemId = {53699,53700,53701,53702,53703}, mapID = 65, Icon = 'item_3609', Desc = 'Sage Mentor Gerrard found that a magic power appeared in Einbroch Field, and he felt that it’s related to the Wisdom Giant Mimir. So he went to investigate it with his four students. The four students investigated the Field respectively, discovered four clues and treasures related to the Wisdom Giant Mimir. After collecting the treasures, Gerrard tried to summon the Wisdom Giant. But it failed as one of his students Gela was possessed by the false god. With the help of adventurer, they defeated the false god and saved Gela. After that, Gerrard offered the treasures of Mimir to the adventure.', RewardStr = 'After completing the collection of Mimir’s Legend %s', Quality = 3, AdventureReward = _EmptyTable, RewardProperty = {MaxHp=15}, Name = 'Mimir’s Legend', RedTip = 10033},
	[33] = {id = 33, ItemId = {53711,53712,53713,53714,53715,53716,53717,53718}, mapID = 66, Icon = 'item_task_51', Desc = 'People pursuing the Flamingo’s Tear, people having Flamingo Dream, do you know immortality is a bliss or curse? Take out this bottle of Flamingo’s Tear when you are confused. Look at it, and recall the real images you have seen. After all, only in a limited life that the things you have done, the people you have seen are unique, worth of remembering forever.', RewardStr = 'After completing the collection of Flamingo Dream %s', Quality = 3, AdventureReward = _EmptyTable, RewardProperty = {MaxHp=15}, Name = 'Flamingo Dream', RedTip = 10034},
